Frame;Hour;Neighbourhood;Total;Locals;Outsiders;home_total;home_locals;home_outsiders;work_total;work_locals;work_outsiders;
61;13;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
61;13;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
61;13;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
61;13;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
61;13;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
61;13;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
61;13;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
61;13;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
61;13;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
61;13;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
61;13;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
61;13;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
61;13;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
62;14;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
62;14;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
62;14;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
62;14;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
62;14;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
62;14;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
62;14;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
62;14;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
62;14;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
62;14;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
62;14;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
62;14;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
62;14;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
63;15;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
63;15;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
63;15;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
63;15;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
63;15;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
63;15;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
63;15;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
63;15;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
63;15;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
63;15;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
63;15;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
63;15;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
63;15;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
64;16;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
64;16;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
64;16;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
64;16;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
64;16;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
64;16;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
64;16;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
64;16;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
64;16;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
64;16;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
64;16;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
64;16;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
64;16;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
65;17;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
65;17;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
65;17;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
65;17;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
65;17;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
65;17;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
65;17;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
65;17;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
65;17;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
65;17;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
65;17;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
65;17;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
65;17;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
66;18;Azenha;13804;13804;0;13804;13804;0;0;0;0;
66;18;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
66;18;Centro;39154;39154;0;39154;39154;0;0;0;0;
66;18;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
66;18;Farroupilha;961;961;0;961;961;0;0;0;0;
66;18;Floresta;11596;11596;0;11596;11596;0;0;0;0;
66;18;Independência;8112;8112;0;8112;8112;0;0;0;0;
66;18;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
66;18;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
66;18;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
66;18;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
66;18;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
66;18;Santana;20723;20723;0;20723;20723;0;0;0;0;
67;19;Azenha;13804;13804;0;13804;13804;0;0;0;0;
67;19;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
67;19;Centro;39154;39154;0;39154;39154;0;0;0;0;
67;19;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
67;19;Farroupilha;961;961;0;961;961;0;0;0;0;
67;19;Floresta;11596;11596;0;11596;11596;0;0;0;0;
67;19;Independência;8112;8112;0;8112;8112;0;0;0;0;
67;19;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
67;19;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
67;19;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
67;19;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
67;19;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
67;19;Santana;20723;20723;0;20723;20723;0;0;0;0;
68;20;Azenha;13804;13804;0;13804;13804;0;0;0;0;
68;20;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
68;20;Centro;39154;39154;0;39154;39154;0;0;0;0;
68;20;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
68;20;Farroupilha;961;961;0;961;961;0;0;0;0;
68;20;Floresta;11596;11596;0;11596;11596;0;0;0;0;
68;20;Independência;8112;8112;0;8112;8112;0;0;0;0;
68;20;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
68;20;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
68;20;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
68;20;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
68;20;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
68;20;Santana;20723;20723;0;20723;20723;0;0;0;0;
69;21;Azenha;13804;13804;0;13804;13804;0;0;0;0;
69;21;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
69;21;Centro;39154;39154;0;39154;39154;0;0;0;0;
69;21;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
69;21;Farroupilha;961;961;0;961;961;0;0;0;0;
69;21;Floresta;11596;11596;0;11596;11596;0;0;0;0;
69;21;Independência;8112;8112;0;8112;8112;0;0;0;0;
69;21;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
69;21;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
69;21;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
69;21;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
69;21;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
69;21;Santana;20723;20723;0;20723;20723;0;0;0;0;
70;22;Azenha;13804;13804;0;13804;13804;0;0;0;0;
70;22;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
70;22;Centro;39154;39154;0;39154;39154;0;0;0;0;
70;22;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
70;22;Farroupilha;961;961;0;961;961;0;0;0;0;
70;22;Floresta;11596;11596;0;11596;11596;0;0;0;0;
70;22;Independência;8112;8112;0;8112;8112;0;0;0;0;
70;22;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
70;22;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
70;22;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
70;22;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
70;22;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
70;22;Santana;20723;20723;0;20723;20723;0;0;0;0;
71;23;Azenha;13804;13804;0;13804;13804;0;0;0;0;
71;23;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
71;23;Centro;39154;39154;0;39154;39154;0;0;0;0;
71;23;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
71;23;Farroupilha;961;961;0;961;961;0;0;0;0;
71;23;Floresta;11596;11596;0;11596;11596;0;0;0;0;
71;23;Independência;8112;8112;0;8112;8112;0;0;0;0;
71;23;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
71;23;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
71;23;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
71;23;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
71;23;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
71;23;Santana;20723;20723;0;20723;20723;0;0;0;0;
