Frame;Hour;Day;Region;Total;Locals;Outsiders;dTotals;dLocals;dOutsiders
18;18;0;Centro Histórico;32414;30055;2359;-350;-500;150
18;18;0;Cidade Baixa;14032;10216;3816;-150;-250;100
18;18;0;Farroupilha;6049;803;5246;150;0;150
18;18;0;Floresta;12239;8669;3570;-50;-200;150
18;18;0;Independência;11699;6164;5535;350;-100;450
18;18;0;Menino Deus;24921;21759;3162;-250;-350;100
18;18;0;Moinhos de Vento;11961;9131;2830;100;0;100
18;18;0;Praia de Belas;6220;1602;4618;200;-50;250
18;18;0;Rio Branco;13887;11086;2801;-250;-350;100
18;18;0;Santa Cecília;9014;4173;4841;150;-50;200
18;18;0;Santana;19057;15947;3110;100;-100;200
19;19;0;Azenha;15761;10557;5204;300;-600;900
19;19;0;Bom Fim;13785;7135;6650;250;-800;1050
19;19;0;Centro Histórico;30764;27855;2909;-1650;-2200;550
19;19;0;Cidade Baixa;13882;9066;4816;-150;-1150;1000
19;19;0;Farroupilha;7499;753;6746;1450;-50;1500
19;19;0;Floresta;12089;7769;4320;-150;-900;750
19;19;0;Independência;12199;5914;6285;500;-250;750
19;19;0;Menino Deus;24171;20459;3712;-750;-1300;550
19;19;0;Moinhos de Vento;12411;8831;3580;450;-300;750
19;19;0;Praia de Belas;6820;1402;5418;600;-200;800
19;19;0;Rio Branco;13137;9836;3301;-750;-1250;500
19;19;0;Santa Cecília;9564;3973;5591;550;-200;750
19;19;0;Santana;18407;14547;3860;-650;-1400;750
20;20;0;Azenha;16361;10357;6004;600;-200;800
20;20;0;Bom Fim;13785;6785;7000;0;-350;350
20;20;0;Centro Histórico;30414;27255;3159;-350;-600;250
20;20;0;Cidade Baixa;13632;8566;5066;-250;-500;250
20;20;0;Farroupilha;7949;753;7196;450;0;450
20;20;0;Floresta;12089;7619;4470;0;-150;150
20;20;0;Independência;12599;5914;6685;400;0;400
20;20;0;Menino Deus;23471;19709;3762;-700;-750;50
20;20;0;Moinhos de Vento;12311;8581;3730;-100;-250;150
20;20;0;Praia de Belas;7170;1402;5768;350;0;350
20;20;0;Rio Branco;12737;9236;3501;-400;-600;200
20;20;0;Santa Cecília;9664;3723;5941;100;-250;350
20;20;0;Santana;18307;14247;4060;-100;-300;200
21;21;0;Azenha;16511;10357;6154;150;0;150
