day; bestBeta; bestGamma; Error; expTotalInf; simTotalInf; totalVac
3; 0.0; 0.07142857142857142; 0; 1; 1; 141
3; 0.0; 0.07142857142857142; 0; 1; 1; 150
3; 0.0; 0.07142857142857142; 0; 1; 1; 150
3; 0.0; 0.07142857142857142; 0; 1; 1; 150
3; 0.0; 0.07142857142857142; 0; 1; 1; 150
3; 0.0; 0.07142857142857142; 0; 1; 1; 150
3; 0.0; 0.07142857142857142; 0; 1; 1; 150
3; 0.0; 0.07142857142857142; 0; 1; 1; 150
3; 0.0; 0.07142857142857142; 0; 1; 1; 150
3; 0.0; 0.07142857142857142; 0; 1; 1; 43
3; 0.0; 0.07142857142857142; 0; 1; 1; 43
3; 0.0; 0.07142857142857142; 0; 1; 1; 43
3; 0.0; 0.07142857142857142; 0; 1; 1; 43
3; 0.0; 0.07142857142857142; 0; 1; 1; 43
3; 0.0; 0.07142857142857142; 0; 1; 1; 43
3; 0.0; 0.07142857142857142; 0; 1; 1; 43
3; 0.0; 0.07142857142857142; 0; 1; 1; 43
3; 0.0; 0.07142857142857142; 0; 1; 1; 43
3; 0.0; 0.07142857142857142; 0; 1; 1; 43
3; 0.0; 0.07142857142857142; 0; 1; 1; 43
3; 0.0; 0.07142857142857142; 0; 1; 1; 43
3; 0.0; 0.07142857142857142; 0; 1; 1; 43
3; 0.0; 0.07142857142857142; 0; 1; 1; 43
3; 0.0; 0.07142857142857142; 0; 1; 1; 43
4; 0.0; 0.07142857142857142; 0; 1; 1; 210
4; 0.0; 0.07142857142857142; 0; 1; 1; 210
4; 0.0; 0.07142857142857142; 0; 1; 1; 210
4; 0.0; 0.07142857142857142; 0; 1; 1; 210
4; 0.0; 0.07142857142857142; 0; 1; 1; 210
4; 0.0; 0.07142857142857142; 0; 1; 1; 210
4; 0.0; 0.07142857142857142; 0; 1; 1; 210
4; 0.0; 0.07142857142857142; 0; 1; 1; 210
4; 0.0; 0.07142857142857142; 0; 1; 1; 210
4; 0.0; 0.07142857142857142; 0; 1; 1; 68
4; 0.0; 0.07142857142857142; 0; 1; 1; 68
4; 0.0; 0.07142857142857142; 0; 1; 1; 68
4; 0.0; 0.07142857142857142; 0; 1; 1; 68
4; 0.0; 0.07142857142857142; 0; 1; 1; 68
4; 0.0; 0.07142857142857142; 0; 1; 1; 68
4; 0.0; 0.07142857142857142; 0; 1; 1; 68
4; 0.0; 0.07142857142857142; 0; 1; 1; 68
4; 0.0; 0.07142857142857142; 0; 1; 1; 68
4; 0.0; 0.07142857142857142; 0; 1; 1; 68
4; 0.0; 0.07142857142857142; 0; 1; 1; 68
4; 0.0; 0.07142857142857142; 0; 1; 1; 68
4; 0.0; 0.07142857142857142; 0; 1; 1; 68
4; 0.0; 0.07142857142857142; 0; 1; 1; 68
4; 0.0; 0.07142857142857142; 0; 1; 1; 68
5; 0.0; 0.07142857142857142; 0; 1; 1; 228
5; 0.0; 0.07142857142857142; 0; 1; 1; 227
5; 0.0; 0.07142857142857142; 0; 1; 1; 227
5; 0.0; 0.07142857142857142; 0; 1; 1; 227
5; 0.0; 0.07142857142857142; 0; 1; 1; 227
5; 0.0; 0.07142857142857142; 0; 1; 1; 227
5; 0.0; 0.07142857142857142; 0; 1; 1; 227
5; 0.0; 0.07142857142857142; 0; 1; 1; 227
5; 0.0; 0.07142857142857142; 0; 1; 1; 227
5; 0.0; 0.07142857142857142; 0; 1; 1; 73
5; 0.0; 0.07142857142857142; 0; 1; 1; 73
5; 0.0; 0.07142857142857142; 0; 1; 1; 73
5; 0.0; 0.07142857142857142; 0; 1; 1; 73
5; 0.0; 0.07142857142857142; 0; 1; 1; 73
5; 0.0; 0.07142857142857142; 0; 1; 1; 73
5; 0.0; 0.07142857142857142; 0; 1; 1; 73
5; 0.0; 0.07142857142857142; 0; 1; 1; 73
5; 0.0; 0.07142857142857142; 0; 1; 1; 73
5; 0.0; 0.07142857142857142; 0; 1; 1; 73
5; 0.0; 0.07142857142857142; 0; 1; 1; 73
5; 0.0; 0.07142857142857142; 0; 1; 1; 73
5; 0.0; 0.07142857142857142; 0; 1; 1; 73
5; 0.0; 0.07142857142857142; 0; 1; 1; 73
5; 0.0; 0.07142857142857142; 0; 1; 1; 73
