;Origin;Destination;Total;age: [children];age: [adults];age: [elders];occupation: [student];occupation: [worker]
144;Santa Cecília;Bom Fim;1078;50;485;260;150;928
145;Santa Cecília;Centro Histórico;1058;149;336;158;395;663
146;Santa Cecília;Cidade Baixa;514;48;234;133;48;466
147;Santa Cecília;Farroupilha;227;100;28;31;150;77
148;Santa Cecília;Floresta;548;146;140;69;294;254
149;Santa Cecília;Independência;402;50;120;39;250;152
150;Santa Cecília;Menino Deus;1274;99;608;301;199;1075
151;Santa Cecília;Moinhos de Vento;743;148;186;115;379;364
152;Santa Cecília;Praia de Belas;8868;822;4232;2157;1162;6338
153;Santa Cecília;Rio Branco;1137;97;508;214;367;770
154;Santa Cecília;Santa Cecília;1709;0;818;401;284;1425
155;Santa Cecília;Santana;1644;146;452;214;868;776
156;Santana;Azenha;3407;450;977;442;1750;1657
157;Santana;Bom Fim;1882;550;535;256;950;932
158;Santana;Centro Histórico;1166;200;429;153;550;616
159;Santana;Cidade Baixa;609;50;247;113;100;509
160;Santana;Farroupilha;900;250;102;51;700;200
161;Santana;Floresta;1408;350;394;186;700;708
162;Santana;Independência;1244;100;499;289;250;994
163;Santana;Menino Deus;1757;300;483;229;950;807
164;Santana;Moinhos de Vento;906;150;347;176;250;656
165;Santana;Praia de Belas;6938;100;3392;1751;450;6488
166;Santana;Rio Branco;883;200;266;167;350;533
167;Santana;Santa Cecília;2280;150;745;354;950;1330
168;Santana;Santana;9770;1200;3637;1762;3200;6570
