scenario;levy;seed;requested_destination;receiving_destination;node_type;reroute_events;requested;fulfilled;unmet;reroute_traveler_distance;mean_reroute_distance_per_traveler;peak_receiving_load
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_19;São João//restaurant_17;restaurant;74.0;276.0;276.0;0.0;809518.1049497594;2933.0366121368097;204.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_2;Humaitá//restaurant_21;restaurant;36.0;174.0;174.0;0.0;96849.66616673315;556.6072768203055;81.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_2;Humaitá//restaurant_22;restaurant;32.0;148.0;148.0;0.0;101079.74711232101;682.9712642724393;28.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_2;Navegantes//restaurant_11;restaurant;85.0;444.0;444.0;0.0;1241664.8214335046;2796.5423906160013;759.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_2;Navegantes//restaurant_2;restaurant;47.0;254.0;254.0;0.0;457767.1198216939;1802.2327552035194;791.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_2;Santa Maria Goretti//restaurant_0;restaurant;29.0;204.0;204.0;0.0;587595.1007420532;2880.368140892418;261.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_2;São João//restaurant_15;restaurant;102.0;489.0;489.0;0.0;1400109.79278512;2863.2102101945193;323.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_2;São João//restaurant_17;restaurant;74.0;347.0;347.0;0.0;1054093.32941485;3037.7329377949573;100.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_20;Humaitá//restaurant_13;restaurant;47.0;608.0;608.0;0.0;1134827.9741971924;1866.4933786138033;110.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_20;Humaitá//restaurant_21;restaurant;36.0;413.0;413.0;0.0;184203.30820328937;446.0128527924682;210.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_20;Humaitá//restaurant_22;restaurant;32.0;348.0;348.0;0.0;219326.78573658445;630.2493843005301;133.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_20;Humaitá//restaurant_5;restaurant;40.0;676.0;676.0;0.0;284686.7131969703;421.1341911197785;104.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_20;Jardim São Pedro//restaurant_0;restaurant;74.0;820.0;820.0;0.0;2221964.769926562;2709.713134056783;48.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_20;Santa Maria Goretti//restaurant_0;restaurant;99.0;1301.0;1301.0;0.0;3428459.5668718335;2635.249474920702;542.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_20;Santa Maria Goretti//restaurant_3;restaurant;117.0;1412.0;1412.0;0.0;3614491.603275639;2559.83824594592;85.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_21;Humaitá//restaurant_13;restaurant;47.0;469.0;469.0;0.0;709416.1441023669;1512.6143797491832;140.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_21;Humaitá//restaurant_22;restaurant;32.0;267.0;267.0;0.0;58452.67923616964;218.9238922702983;147.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_21;Santa Maria Goretti//restaurant_0;restaurant;29.0;375.0;375.0;0.0;907224.5467829633;2419.265458087902;572.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_21;São João//restaurant_15;restaurant;187.0;1711.0;1711.0;0.0;4128572.31052645;2412.95868528723;629.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_21;São João//restaurant_17;restaurant;74.0;633.0;633.0;0.0;1677073.2619281602;2649.4048371692893;218.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_22;Humaitá//restaurant_13;restaurant;47.0;454.0;454.0;0.0;587466.2837446132;1293.9785985564167;169.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_22;Santa Maria Goretti//restaurant_0;restaurant;29.0;366.0;366.0;0.0;814133.6333221771;2224.4088342135988;601.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_22;São João//restaurant_15;restaurant;187.0;1655.0;1655.0;0.0;3664794.813806252;2214.3775310007563;656.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_22;São João//restaurant_17;restaurant;74.0;615.0;615.0;0.0;1498843.8041751292;2437.1443970327305;232.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_23;Navegantes//restaurant_11;restaurant;85.0;241.0;241.0;0.0;431619.16853523435;1790.9509067852048;985.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_23;Navegantes//restaurant_2;restaurant;47.0;139.0;139.0;0.0;109523.89623977103;787.941699566698;1067.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_23;Santa Maria Goretti//restaurant_0;restaurant;29.0;112.0;112.0;0.0;217808.28724320553;1944.7168503857636;610.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_23;São João//restaurant_15;restaurant;42.0;110.0;110.0;0.0;210470.10194572347;1913.3645631429406;664.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_23;São João//restaurant_17;restaurant;74.0;189.0;189.0;0.0;384346.30799743225;2033.5783491927632;236.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_23;São João//restaurant_20;restaurant;60.0;153.0;153.0;0.0;283540.91741415346;1853.2086105500225;440.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_24;Humaitá//restaurant_21;restaurant;14.0;14.0;14.0;0.0;18960.223717628047;1354.3016941162891;228.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_24;Humaitá//restaurant_22;restaurant;11.0;11.0;11.0;0.0;17011.39898886226;1546.4908171692964;161.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_24;Humaitá//restaurant_6;restaurant;24.0;24.0;24.0;0.0;17581.664991221456;732.5693746342273;25.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_24;Navegantes//restaurant_11;restaurant;37.0;37.0;37.0;0.0;137986.91246573217;3729.376012587356;986.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_24;Navegantes//restaurant_2;restaurant;20.0;20.0;20.0;0.0;54759.213228713525;2737.9606614356762;1068.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_24;Santa Maria Goretti//restaurant_0;restaurant;17.0;17.0;17.0;0.0;64097.88120310185;3770.463600182462;611.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_24;São João//restaurant_15;restaurant;39.0;39.0;39.0;0.0;146672.26942480262;3760.827421148785;665.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_24;São João//restaurant_17;restaurant;27.0;27.0;27.0;0.0;107015.49910105334;3963.5370037427165;237.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_25;Humaitá//restaurant_13;restaurant;47.0;431.0;431.0;0.0;1211793.2600830127;2811.5852902158067;196.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_25;Humaitá//restaurant_21;restaurant;36.0;293.0;293.0;0.0;382779.6882126703;1306.4153181319807;244.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_25;Humaitá//restaurant_22;restaurant;32.0;246.0;246.0;0.0;375010.62143560924;1524.4334204699562;174.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_25;Humaitá//restaurant_6;restaurant;40.0;481.0;481.0;0.0;383500.2578981224;797.29783346803;52.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_25;Jardim São Pedro//restaurant_0;restaurant;173.0;1502.0;1502.0;0.0;5282121.651868263;3516.725467289123;61.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_25;Santa Maria Goretti//restaurant_3;restaurant;117.0;1000.0;1000.0;0.0;3482601.776677723;3482.601776677723;112.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_3;Humaitá//restaurant_21;restaurant;36.0;167.0;167.0;0.0;98724.85401141885;591.166790487538;90.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_3;Humaitá//restaurant_22;restaurant;32.0;141.0;141.0;0.0;105153.86703234004;745.7721066123407;35.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_3;Navegantes//restaurant_11;restaurant;85.0;425.0;425.0;0.0;1235417.6483895823;2906.8650550343114;774.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_3;Navegantes//restaurant_2;restaurant;47.0;243.0;243.0;0.0;464051.3089597254;1909.6761685585407;806.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_3;Santa Maria Goretti//restaurant_0;restaurant;29.0;195.0;195.0;0.0;577399.2370595393;2961.021728510458;276.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_3;São João//restaurant_15;restaurant;102.0;463.0;463.0;0.0;1364217.7917868805;2946.4747122826793;338.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_3;São João//restaurant_17;restaurant;74.0;332.0;332.0;0.0;1040249.8449852555;3133.2826656182397;107.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_4;Humaitá//restaurant_21;restaurant;36.0;222.0;222.0;0.0;125452.40265235235;565.1009128484341;102.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_4;Humaitá//restaurant_22;restaurant;32.0;188.0;188.0;0.0;141064.6204924076;750.3437260234446;45.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_4;Navegantes//restaurant_2;restaurant;47.0;322.0;322.0;0.0;637165.5643884413;1978.7750446846003;826.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_4;Santa Maria Goretti//restaurant_0;restaurant;29.0;258.0;258.0;0.0;767466.3322001382;2974.675706202086;296.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_4;São João//restaurant_15;restaurant;187.0;1184.0;1184.0;0.0;3510041.2639662116;2964.5618783498408;357.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_4;São João//restaurant_17;restaurant;74.0;438.0;438.0;0.0;1390017.3144279618;3173.555512392607;117.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_5;Humaitá//restaurant_13;restaurant;47.0;310.0;310.0;0.0;576099.0587764948;1858.384060569338;19.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_5;Humaitá//restaurant_21;restaurant;36.0;211.0;211.0;0.0;76475.15073949906;362.44147269904767;113.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_5;Humaitá//restaurant_22;restaurant;32.0;175.0;175.0;0.0;99965.97107147347;571.2341204084198;54.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_5;Santa Maria Goretti//restaurant_0;restaurant;29.0;248.0;248.0;0.0;689691.8951911081;2781.0157064157584;315.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_5;São João//restaurant_15;restaurant;187.0;1125.0;1125.0;0.0;3122176.3060204117;2775.2678275736994;376.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_5;São João//restaurant_17;restaurant;74.0;418.0;418.0;0.0;1257474.5707798551;3008.3123702867347;126.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_6;Humaitá//restaurant_21;restaurant;36.0;187.0;187.0;0.0;118988.02896841094;636.2996201519302;123.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_6;Humaitá//restaurant_22;restaurant;32.0;157.0;157.0;0.0;132432.7716756325;843.5208386982962;62.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_6;Jardim São Pedro//restaurant_0;restaurant;74.0;371.0;371.0;0.0;1212040.5928884037;3266.955775979525;8.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_6;Navegantes//restaurant_2;restaurant;47.0;276.0;276.0;0.0;583978.807536538;2115.8652446976016;843.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_6;Santa Maria Goretti//restaurant_0;restaurant;29.0;219.0;219.0;0.0;668881.2976621765;3054.252500740532;332.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_6;São João//restaurant_15;restaurant;187.0;1005.0;1005.0;0.0;3064195.679870012;3048.9509252437933;393.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_7;Humaitá//restaurant_13;restaurant;47.0;353.0;353.0;0.0;664810.4890473334;1883.3158329952787;41.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_7;Humaitá//restaurant_21;restaurant;36.0;242.0;242.0;0.0;90538.5997067352;374.1264450691537;136.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_7;Humaitá//restaurant_22;restaurant;32.0;200.0;200.0;0.0;118065.60460555968;590.3280230277984;72.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_7;Humaitá//restaurant_5;restaurant;40.0;388.0;388.0;0.0;27112.636283675518;69.87792856617402;41.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_7;Jardim São Pedro//restaurant_0;restaurant;74.0;478.0;478.0;0.0;1434395.8848478275;3000.8282109787187;18.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_7;Santa Maria Goretti//restaurant_0;restaurant;29.0;283.0;283.0;0.0;787591.6063010835;2783.0092095444647;354.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_7;Santa Maria Goretti//restaurant_3;restaurant;117.0;818.0;818.0;0.0;2271062.103385533;2776.3595395911166;22.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_7;São João//restaurant_15;restaurant;70.0;463.0;463.0;0.0;1286919.6330621138;2779.5240454905265;414.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_8;Humaitá//restaurant_21;restaurant;36.0;216.0;216.0;0.0;120772.13247542559;559.1302429417851;148.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_8;Humaitá//restaurant_22;restaurant;32.0;183.0;183.0;0.0;126458.79244646651;691.0316527129318;81.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_8;Navegantes//restaurant_11;restaurant;85.0;550.0;550.0;0.0;1547972.8195393675;2814.496035526123;794.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_8;Navegantes//restaurant_2;restaurant;47.0;318.0;318.0;0.0;578615.1454132634;1819.5444824316457;863.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_8;Santa Maria Goretti//restaurant_0;restaurant;29.0;256.0;256.0;0.0;740485.1782896278;2892.5202276938585;374.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_8;São João//restaurant_15;restaurant;102.0;613.0;613.0;0.0;1762896.1061027288;2875.8500915215805;433.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_8;São João//restaurant_17;restaurant;74.0;428.0;428.0;0.0;1306565.256144835;3052.722561086063;135.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_9;Navegantes//restaurant_11;restaurant;85.0;537.0;537.0;0.0;1082809.8519751022;2016.4056833800787;814.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_9;Navegantes//restaurant_2;restaurant;47.0;312.0;312.0;0.0;324755.15782284073;1040.8819160988485;883.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_9;Santa Maria Goretti//restaurant_0;restaurant;29.0;250.0;250.0;0.0;567091.9185787812;2268.3676743151245;394.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_9;São João//restaurant_15;restaurant;42.0;247.0;247.0;0.0;551931.5140433689;2234.5405426857037;452.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_9;São João//restaurant_17;restaurant;74.0;418.0;418.0;0.0;974032.7128020917;2330.221800961942;144.0
94_levy_off_flood_both_reroute;False;0;Humaitá//restaurant_9;São João//restaurant_20;restaurant;60.0;346.0;346.0;0.0;738660.5923173934;2134.8572032294605;357.0
94_levy_off_flood_both_reroute;False;0;Hípica//marketplace_38;Hípica//marketplace_18;marketplace;98.0;746.0;746.0;0.0;525962.7952042343;705.0439613997779;23.0
94_levy_off_flood_both_reroute;False;0;Hípica//marketplace_38;Hípica//marketplace_39;marketplace;27.0;221.0;221.0;0.0;47889.007600525554;216.69234208382605;13.0
94_levy_off_flood_both_reroute;False;0;Hípica//marketplace_39;Hípica//marketplace_19;marketplace;98.0;654.0;654.0;0.0;349408.5909860247;534.2639005902519;26.0
94_levy_off_flood_both_reroute;False;0;Hípica//pharmacy_38;Hípica//pharmacy_18;pharmacy;57.0;158.0;158.0;0.0;95448.6165939092;604.105168315881;7.0
94_levy_off_flood_both_reroute;False;0;Hípica//pharmacy_39;Hípica//pharmacy_19;pharmacy;57.0;138.0;138.0;0.0;94922.74256602762;687.8459606233886;8.0
94_levy_off_flood_both_reroute;False;0;Hípica//pharmacy_39;Hípica//pharmacy_38;pharmacy;40.0;98.0;98.0;0.0;12506.655592850933;127.61893462092789;7.0
94_levy_off_flood_both_reroute;False;0;Hípica//restaurant_38;Hípica//restaurant_18;restaurant;53.0;538.0;538.0;0.0;255794.6521207008;475.45474371877475;29.0
94_levy_off_flood_both_reroute;False;0;Hípica//restaurant_39;Hípica//restaurant_20;restaurant;53.0;471.0;471.0;0.0;271625.91148612206;576.7004490151212;25.0
94_levy_off_flood_both_reroute;False;0;Hípica//restaurant_39;Hípica//restaurant_38;restaurant;40.0;371.0;371.0;0.0;113955.22275760621;307.15693465662054;38.0
94_levy_off_flood_both_reroute;False;0;Ipanema//marketplace_19;Ipanema//marketplace_11;marketplace;217.0;220.0;220.0;0.0;59186.004749173;269.0272943144227;9.0
94_levy_off_flood_both_reroute;False;0;Ipanema//marketplace_2;Ipanema//marketplace_1;marketplace;98.0;432.0;432.0;0.0;198746.67082051808;460.0617380104585;15.0
94_levy_off_flood_both_reroute;False;0;Ipanema//pharmacy_11;Ipanema//pharmacy_19;pharmacy;144.0;227.0;227.0;0.0;36446.928281263514;160.55915542406834;3.0
94_levy_off_flood_both_reroute;False;0;Ipanema//pharmacy_11;Ipanema//pharmacy_9;pharmacy;78.0;116.0;116.0;0.0;64735.21443222339;558.062193381236;5.0
94_levy_off_flood_both_reroute;False;0;Ipanema//pharmacy_19;Ipanema//pharmacy_9;pharmacy;25.0;25.0;25.0;0.0;14349.575714290235;573.9830285716093;6.0
94_levy_off_flood_both_reroute;False;0;Ipanema//pharmacy_2;Jardim Isabel//pharmacy_0;pharmacy;103.0;164.0;164.0;0.0;77911.12856444133;475.067857100252;2.0
94_levy_off_flood_both_reroute;False;0;Ipanema//pharmacy_3;Ipanema//pharmacy_5;pharmacy;11.0;25.0;25.0;0.0;4755.316877204356;190.21267508817425;3.0
94_levy_off_flood_both_reroute;False;0;Ipanema//restaurant_19;Ipanema//restaurant_11;restaurant;120.0;157.0;157.0;0.0;37609.26761882907;239.54947527916607;23.0
94_levy_off_flood_both_reroute;False;0;Ipanema//restaurant_2;Ipanema//restaurant_1;restaurant;106.0;719.0;719.0;0.0;341556.12929204275;475.0432952601429;41.0
94_levy_off_flood_both_reroute;False;0;Ipanema//restaurant_4;Ipanema//restaurant_3;restaurant;145.0;893.0;893.0;0.0;377562.943365874;422.80284811408063;49.0
94_levy_off_flood_both_reroute;False;0;Lami//marketplace_0;Boa Vista do Sul//marketplace_3;marketplace;258.0;2100.0;2100.0;0.0;3912098.314366544;1862.9039592221638;22.0
94_levy_off_flood_both_reroute;False;0;Lami//marketplace_0;Lami//marketplace_7;marketplace;464.0;3765.0;3765.0;0.0;8885128.856488628;2359.9279831311096;14.0
94_levy_off_flood_both_reroute;False;0;Lami//marketplace_1;Lami//marketplace_7;marketplace;287.0;1349.0;1349.0;0.0;952773.186071929;706.2810867842321;22.0
94_levy_off_flood_both_reroute;False;0;Lami//marketplace_10;Lami//marketplace_7;marketplace;715.0;1870.0;1870.0;0.0;1654048.1781762098;884.5177423402191;72.0
94_levy_off_flood_both_reroute;False;0;Lami//marketplace_3;Lami//marketplace_7;marketplace;250.0;3284.0;3284.0;0.0;3350413.419837038;1020.2233312536656;45.0
94_levy_off_flood_both_reroute;False;0;Lami//marketplace_4;Lami//marketplace_2;marketplace;464.0;3061.0;3061.0;0.0;1451670.196245439;474.24704222327307;20.0
94_levy_off_flood_both_reroute;False;0;Lami//marketplace_6;Lami//marketplace_1;marketplace;435.0;3077.0;3077.0;0.0;1051563.8408310348;341.7497045274731;20.0
94_levy_off_flood_both_reroute;False;0;Lami//marketplace_6;Lami//marketplace_3;marketplace;37.0;289.0;289.0;0.0;280382.81932172086;970.1827658191033;35.0
94_levy_off_flood_both_reroute;False;0;Lami//marketplace_6;Lami//marketplace_7;marketplace;250.0;1783.0;1783.0;0.0;1745434.8706086501;978.9315034260517;57.0
94_levy_off_flood_both_reroute;False;0;Lami//marketplace_8;Extrema//marketplace_4;marketplace;518.0;577.0;577.0;0.0;1320981.904017056;2289.396714067688;3.0
94_levy_off_flood_both_reroute;False;0;Lami//marketplace_9;Lami//marketplace_2;marketplace;460.0;1676.0;1676.0;0.0;549695.0829598019;327.9803597612183;26.0
94_levy_off_flood_both_reroute;False;0;Lami//marketplace_9;Lami//marketplace_4;marketplace;21.0;80.0;80.0;0.0;14240.582282430181;178.00727853037728;17.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_0;Boa Vista do Sul//pharmacy_0;pharmacy;57.0;162.0;162.0;0.0;427686.2494954079;2640.0385771321476;6.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_0;Boa Vista do Sul//pharmacy_3;pharmacy;172.0;496.0;496.0;0.0;848388.6119588932;1710.460911207446;8.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_0;Lami//pharmacy_7;pharmacy;272.0;787.0;787.0;0.0;1957393.6705520276;2487.158412391395;5.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_1;Lami//pharmacy_4;pharmacy;172.0;284.0;284.0;0.0;176086.32953401707;620.0222870916094;3.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_1;Lami//pharmacy_5;pharmacy;57.0;94.0;94.0;0.0;224267.45755745107;2385.8240165686284;2.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_1;Lami//pharmacy_7;pharmacy;272.0;448.0;448.0;0.0;454717.7000868316;1014.994866265249;8.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_10;Boa Vista do Sul//pharmacy_0;pharmacy;54.0;54.0;54.0;0.0;101576.40835439025;1881.044599155375;10.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_10;Lami//pharmacy_7;pharmacy;410.0;410.0;410.0;0.0;407429.58947773254;993.7307060432502;33.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_2;Extrema//pharmacy_1;pharmacy;57.0;106.0;106.0;0.0;221648.71173129592;2091.025582370716;5.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_2;Lami//pharmacy_3;pharmacy;179.0;332.0;332.0;0.0;555342.502875567;1672.7183821553222;3.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_2;Lami//pharmacy_4;pharmacy;88.0;166.0;166.0;0.0;146218.57331055563;880.8347789792508;5.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_2;Lami//pharmacy_7;pharmacy;93.0;175.0;175.0;0.0;346393.910611451;1979.3937749225772;11.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_2;Lami//pharmacy_9;pharmacy;84.0;158.0;158.0;0.0;42329.60931988718;267.9089197461214;3.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_3;Lami//pharmacy_5;pharmacy;57.0;267.0;267.0;0.0;343937.781154435;1288.1564837244757;9.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_3;Lami//pharmacy_7;pharmacy;93.0;441.0;441.0;0.0;383313.91462714504;869.1925501749321;19.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_4;Extrema//pharmacy_1;pharmacy;57.0;137.0;137.0;0.0;249205.25213796145;1819.0164389632223;8.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_4;Lami//pharmacy_3;pharmacy;179.0;417.0;417.0;0.0;360062.1102333146;863.4582979216178;15.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_4;Lami//pharmacy_7;pharmacy;93.0;218.0;218.0;0.0;244208.85107777177;1120.2240875127145;23.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_6;Lami//pharmacy_4;pharmacy;172.0;435.0;435.0;0.0;242634.64095662665;557.7807838083371;12.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_6;Lami//pharmacy_5;pharmacy;57.0;145.0;145.0;0.0;291870.5009645476;2012.9000066520525;14.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_6;Lami//pharmacy_7;pharmacy;272.0;691.0;691.0;0.0;467330.6731470568;676.3106702562327;27.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_7;Boa Vista do Sul//pharmacy_0;pharmacy;57.0;116.0;116.0;0.0;174625.7614883071;1505.3944955888542;9.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_8;Extrema//pharmacy_4;pharmacy;151.0;151.0;151.0;0.0;387436.455624317;2565.804341882894;2.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_8;Lami//pharmacy_9;pharmacy;28.0;28.0;28.0;0.0;70862.90091800631;2530.817889928797;4.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_9;Extrema//pharmacy_1;pharmacy;57.0;76.0;76.0;0.0;151268.32607463855;1990.372711508402;10.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_9;Lami//pharmacy_3;pharmacy;179.0;230.0;230.0;0.0;327829.0329208154;1425.3436213948496;17.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_9;Lami//pharmacy_4;pharmacy;88.0;113.0;113.0;0.0;69391.27558388324;614.082084813126;14.0
94_levy_off_flood_both_reroute;False;0;Lami//pharmacy_9;Lami//pharmacy_7;pharmacy;93.0;119.0;119.0;0.0;203811.5341832315;1712.701967926315;32.0
94_levy_off_flood_both_reroute;False;0;Lami//restaurant_0;Boa Vista do Sul//restaurant_3;restaurant;173.0;2115.0;2113.0;2.0;3655514.2786800507;1730.0114901467348;59.0
94_levy_off_flood_both_reroute;False;0;Lami//restaurant_0;Lami//restaurant_7;restaurant;320.0;3754.0;3754.0;0.0;9181924.194148583;2445.9041540086796;37.0
94_levy_off_flood_both_reroute;False;0;Lami//restaurant_1;Lami//restaurant_6;restaurant;156.0;1102.0;1102.0;0.0;529750.1396452545;480.71700512273543;21.0
94_levy_off_flood_both_reroute;False;0;Lami//restaurant_1;Lami//restaurant_7;restaurant;320.0;2142.0;2142.0;0.0;2608534.859458615;1217.803389102995;58.0
94_levy_off_flood_both_reroute;False;0;Lami//restaurant_1;Lami//restaurant_9;restaurant;17.0;107.0;107.0;0.0;101958.80657353801;952.8860427433459;10.0
94_levy_off_flood_both_reroute;False;0;Lami//restaurant_10;Lami//restaurant_7;restaurant;493.0;1869.0;1869.0;0.0;1635681.0799480488;875.1637666923749;127.0
94_levy_off_flood_both_reroute;False;0;Lami//restaurant_2;Lami//restaurant_3;restaurant;320.0;2424.0;2424.0;0.0;4299061.76202404;1773.5403308680034;24.0
94_levy_off_flood_both_reroute;False;0;Lami//restaurant_2;Lami//restaurant_9;restaurant;173.0;1365.0;1365.0;0.0;509791.8843468248;373.47390794639176;24.0
94_levy_off_flood_both_reroute;False;0;Lami//restaurant_4;Lami//restaurant_3;restaurant;320.0;3055.0;3055.0;0.0;3329758.9761700653;1089.937471741429;113.0
