code,table_group,scenario,experiment,repetition,status,detail,runtime_seconds,runtime_seconds_per_cycle,peak_working_set_mib,max_blob_count,commit_sha
D09,dialysis,K09_MatchedLowCapacityFailures,dialysis_core/K09_MatchedLowCapacityFailures,3,complete,all controlled performance artifacts are complete,5.087286400026642,0.5087286400026642,458.26171875,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D09,dialysis,K09_MatchedLowCapacityFailures,dialysis_core/K09_MatchedLowCapacityFailures,4,complete,all controlled performance artifacts are complete,5.119131600018591,0.511913160001859,458.66796875,477,48b2e244f7329c368e46d286002bbc4de7bd81a3
D10,dialysis,K10_CompleteModerate,dialysis_core/K10_CompleteModerate,0,complete,all controlled performance artifacts are complete,17.337909699999727,1.7337909699999727,491.68359375,2763,48b2e244f7329c368e46d286002bbc4de7bd81a3
D10,dialysis,K10_CompleteModerate,dialysis_core/K10_CompleteModerate,1,complete,all controlled performance artifacts are complete,16.864816899993457,1.6864816899993458,490.78125,2763,48b2e244f7329c368e46d286002bbc4de7bd81a3
D10,dialysis,K10_CompleteModerate,dialysis_core/K10_CompleteModerate,2,complete,all controlled performance artifacts are complete,17.280441400012933,1.7280441400012934,488.6640625,2764,48b2e244f7329c368e46d286002bbc4de7bd81a3
D10,dialysis,K10_CompleteModerate,dialysis_core/K10_CompleteModerate,3,complete,all controlled performance artifacts are complete,16.63705760007724,1.663705760007724,489.3671875,2764,48b2e244f7329c368e46d286002bbc4de7bd81a3
D10,dialysis,K10_CompleteModerate,dialysis_core/K10_CompleteModerate,4,complete,all controlled performance artifacts are complete,16.68622230004985,1.6686222300049849,490.68359375,2763,48b2e244f7329c368e46d286002bbc4de7bd81a3
D11,dialysis,K11_CompleteCombined,dialysis_core/K11_CompleteCombined,0,complete,all controlled performance artifacts are complete,18.213034999906085,1.8213034999906086,484.25390625,2821,48b2e244f7329c368e46d286002bbc4de7bd81a3
D11,dialysis,K11_CompleteCombined,dialysis_core/K11_CompleteCombined,1,complete,all controlled performance artifacts are complete,17.639795499970205,1.7639795499970206,483.20703125,2823,48b2e244f7329c368e46d286002bbc4de7bd81a3
D11,dialysis,K11_CompleteCombined,dialysis_core/K11_CompleteCombined,2,complete,all controlled performance artifacts are complete,17.718990300083533,1.7718990300083532,483.23046875,2819,48b2e244f7329c368e46d286002bbc4de7bd81a3
D11,dialysis,K11_CompleteCombined,dialysis_core/K11_CompleteCombined,3,complete,all controlled performance artifacts are complete,17.666963699972257,1.7666963699972258,484.87890625,2818,48b2e244f7329c368e46d286002bbc4de7bd81a3
D11,dialysis,K11_CompleteCombined,dialysis_core/K11_CompleteCombined,4,complete,all controlled performance artifacts are complete,17.722169999964535,1.7722169999964534,482.3984375,2820,48b2e244f7329c368e46d286002bbc4de7bd81a3
